latitude;longitude;altitude (m);distance_m;name;obstrucao;angle
-23.915273709;-47.224725657;701.6;69960;Line 236;0;55.0059473754277
-23.915121919;-47.224481709;702.2;69930;Line 236;0;55.0059473754277
-23.91497013;-47.224237762;701.4;69900;Line 236;0;55.0059473754277
-23.91481834;-47.223993814;698.5;69870;Line 236;0;55.0059473754277
-23.914666549;-47.223749868;692.9;69840;Line 236;0;55.0059473754277
-23.914514758;-47.223505922;685.3;69810;Line 236;0;55.0059473754277
-23.914362967;-47.223261976;677.3;69780;Line 236;0;55.0059473754277
-23.914211175;-47.223018031;672.0;69750;Line 236;0;55.0059473754277
-23.914059383;-47.222774087;666.7;69720;Line 236;0;55.0059473754277
-23.913907591;-47.222530143;661.3;69690;Line 236;0;55.0059473754277
-23.913755798;-47.2222862;659.8;69660;Line 236;0;55.0059473754277
-23.913604004;-47.222042257;659.1;69630;Line 236;0;55.0059473754277
-23.91345221;-47.221798315;658.7;69600;Line 236;0;55.0059473754277
-23.913300416;-47.221554374;659.3;69570;Line 236;0;55.0059473754277
-23.913148621;-47.221310433;664.7;69540;Line 236;0;55.0059473754277
-23.912996826;-47.221066492;670.2;69510;Line 236;0;55.0059473754277
-23.91284503;-47.220822552;675.9;69480;Line 236;0;55.0059473754277
-23.912693234;-47.220578613;682.9;69450;Line 236;0;55.0059473754277
-23.912541438;-47.220334674;691.7;69420;Line 236;0;55.0059473754277
-23.912389641;-47.220090736;697.6;69390;Line 236;0;55.0059473754277
-23.912237843;-47.219846798;699.3;69360;Line 236;0;55.0059473754277
-23.912086045;-47.219602861;699.5;69330;Line 236;0;55.0059473754277
-23.911934247;-47.219358924;699.6;69300;Line 236;0;55.0059473754277
-23.911782449;-47.219114988;697.8;69270;Line 236;0;55.0059473754277
-23.91163065;-47.218871052;688.9;69240;Line 236;0;55.0059473754277
-23.91147885;-47.218627117;678.7;69210;Line 236;0;55.0059473754277
-23.91132705;-47.218383183;671.0;69180;Line 236;0;55.0059473754277
-23.91117525;-47.218139249;672.5;69150;Line 236;0;55.0059473754277
-23.911023449;-47.217895316;675.8;69120;Line 236;0;55.0059473754277
-23.910871648;-47.217651383;678.9;69090;Line 236;0;55.0059473754277
-23.910719846;-47.217407451;682.7;69060;Line 236;0;55.0059473754277
-23.910568044;-47.217163519;687.4;69030;Line 236;0;55.0059473754277
-23.910416241;-47.216919588;691.8;69000;Line 236;0;55.0059473754277
-23.910264438;-47.216675658;696.1;68970;Line 236;0;55.0059473754277
-23.910112635;-47.216431728;694.9;68940;Line 236;0;55.0059473754277
-23.909960831;-47.216187798;694.1;68910;Line 236;0;55.0059473754277
-23.909809027;-47.215943869;695.4;68880;Line 236;0;55.0059473754277
-23.909657222;-47.215699941;696.8;68850;Line 236;0;55.0059473754277
-23.909505417;-47.215456013;699.0;68820;Line 236;0;55.0059473754277
-23.909353611;-47.215212086;703.4;68790;Line 236;0;55.0059473754277
-23.909201805;-47.214968159;709.3;68760;Line 236;0;55.0059473754277
-23.909049999;-47.214724233;706.1;68730;Line 236;0;55.0059473754277
-23.908898192;-47.214480307;700.1;68700;Line 236;0;55.0059473754277
-23.908746385;-47.214236382;692.9;68670;Line 236;0;55.0059473754277
-23.908594577;-47.213992458;684.3;68640;Line 236;0;55.0059473754277
-23.908442769;-47.213748534;676.0;68610;Line 236;0;55.0059473754277
-23.90829096;-47.213504611;669.4;68580;Line 236;0;55.0059473754277
-23.908139151;-47.213260688;667.3;68550;Line 236;0;55.0059473754277
-23.907987341;-47.213016765;666.1;68520;Line 236;0;55.0059473754277
-23.907835532;-47.212772844;664.1;68490;Line 236;0;55.0059473754277
-23.907683721;-47.212528923;661.2;68460;Line 236;0;55.0059473754277
-23.90753191;-47.212285002;667.6;68430;Line 236;0;55.0059473754277
-23.907380099;-47.212041082;676.6;68400;Line 236;0;55.0059473754277
-23.907228288;-47.211797162;686.1;68370;Line 236;0;55.0059473754277
-23.907076476;-47.211553243;694.6;68340;Line 236;0;55.0059473754277
-23.906924663;-47.211309325;700.2;68310;Line 236;0;55.0059473754277
-23.90677285;-47.211065407;703.5;68280;Line 236;0;55.0059473754277
-23.906621037;-47.21082149;703.6;68250;Line 236;0;55.0059473754277
-23.906469223;-47.210577573;698.6;68220;Line 236;0;55.0059473754277
-23.906317409;-47.210333657;693.2;68190;Line 236;0;55.0059473754277
-23.906165594;-47.210089741;687.5;68160;Line 236;0;55.0059473754277
-23.906013779;-47.209845826;683.3;68130;Line 236;0;55.0059473754277
-23.905861964;-47.209601912;680.7;68100;Line 236;0;55.0059473754277
-23.905710148;-47.209357998;685.0;68070;Line 236;0;55.0059473754277
-23.905558331;-47.209114084;692.3;68040;Line 236;0;55.0059473754277
-23.905406514;-47.208870171;700.4;68010;Line 236;0;55.0059473754277
-23.905254697;-47.208626259;706.8;67980;Line 236;0;55.0059473754277
-23.905102879;-47.208382347;711.6;67950;Line 236;0;55.0059473754277
-23.904951061;-47.208138436;715.5;67920;Line 236;0;55.0059473754277
-23.904799243;-47.207894525;719.8;67890;Line 236;0;55.0059473754277
-23.904647424;-47.207650615;722.0;67860;Line 236;0;55.0059473754277
-23.904495604;-47.207406706;721.3;67830;Line 236;0;55.0059473754277
-23.904343785;-47.207162797;719.0;67800;Line 236;0;55.0059473754277
-23.904191964;-47.206918888;716.7;67770;Line 236;0;55.0059473754277
-23.904040144;-47.20667498;715.1;67740;Line 236;0;55.0059473754277
-23.903888322;-47.206431073;717.9;67710;Line 236;0;55.0059473754277
-23.903736501;-47.206187166;719.3;67680;Line 236;0;55.0059473754277
-23.903584679;-47.20594326;719.1;67650;Line 236;0;55.0059473754277
-23.903432856;-47.205699354;716.3;67620;Line 236;0;55.0059473754277
-23.903281034;-47.205455449;710.5;67590;Line 236;0;55.0059473754277
-23.90312921;-47.205211544;702.9;67560;Line 236;0;55.0059473754277
-23.902977387;-47.20496764;695.3;67530;Line 236;0;55.0059473754277
-23.902825562;-47.204723737;690.3;67500;Line 236;0;55.0059473754277
-23.902673738;-47.204479834;685.8;67470;Line 236;0;55.0059473754277
