type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle
W	-23.746797538	-47.312407954	1022.2		Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.746718037	-47.312126740	1020.7	0.030	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.746638535	-47.311845526	1019.3	0.060	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.746559032	-47.311564313	1016.5	0.090	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.746479529	-47.311283099	1012.0	0.120	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.746400025	-47.311001887	1007.6	0.150	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.746320521	-47.310720674	1003.7	0.180	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.746241016	-47.310439462	1000.6	0.210	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.746161511	-47.310158250	998.0	0.240	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.746082005	-47.309877038	997.6	0.270	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.746002499	-47.309595827	1000.0	0.300	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>300</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.745922992	-47.309314616	1002.5	0.330	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>330</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.745843485	-47.309033405	1005.1	0.360	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>360</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.745763977	-47.308752194	1008.4	0.390	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>390</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.745684468	-47.308470984	1011.7	0.420	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>420</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.745604959	-47.308189774	1015.0	0.450	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>450</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.745525450	-47.307908565	1017.9	0.480	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>480</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.745445939	-47.307627355	1019.8	0.510	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>510</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.745366429	-47.307346146	1021.4	0.540	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>540</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.745286918	-47.307064938	1022.7	0.570	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>570</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.745207406	-47.306783729	1023.6	0.600	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>600</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.745127894	-47.306502521	1024.0	0.630	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>630</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.745048381	-47.306221313	1024.2	0.660	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>660</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.744968867	-47.305940106	1025.2	0.690	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>690</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.744889353	-47.305658899	1030.2	0.720	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>720</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.744809839	-47.305377692	1035.6	0.750	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>750</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.744730324	-47.305096485	1039.8	0.780	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>780</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.744650809	-47.304815279	1044.8	0.810	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>810</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.744571293	-47.304534073	1050.5	0.840	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>840</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.744491776	-47.304252867	1056.1	0.870	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>870</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.744412259	-47.303971662	1059.8	0.900	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>900</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.744332741	-47.303690457	1063.1	0.930	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>930</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.744253223	-47.303409252	1066.8	0.960	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>960</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.744173704	-47.303128047	1066.5	0.990	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>990</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
W	-23.744094185	-47.302846843	1063.6	1.020	Line 253	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1020</td></tr><tr><td><b>angle</b></td><td>71.9954776040097</td></tr></table>	71.9954776040097
