type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle
W	-23.798734575	-47.292344421	1078.8		Line 248	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>66.9985572344937</td></tr></table>	66.9985572344937
W	-23.798632800	-47.292071698	1077.7	0.030	Line 248	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>66.9985572344937</td></tr></table>	66.9985572344937
W	-23.798531026	-47.291798977	1077.3	0.060	Line 248	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>66.9985572344937</td></tr></table>	66.9985572344937
W	-23.798429251	-47.291526255	1074.4	0.090	Line 248	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>66.9985572344937</td></tr></table>	66.9985572344937
W	-23.798327475	-47.291253534	1069.0	0.120	Line 248	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>66.9985572344937</td></tr></table>	66.9985572344937
W	-23.798225699	-47.290980814	1061.2	0.150	Line 248	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>66.9985572344937</td></tr></table>	66.9985572344937
W	-23.798123922	-47.290708093	1051.9	0.180	Line 248	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>66.9985572344937</td></tr></table>	66.9985572344937
W	-23.798022145	-47.290435373	1041.2	0.210	Line 248	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>66.9985572344937</td></tr></table>	66.9985572344937
W	-23.797920367	-47.290162654	1031.7	0.240	Line 248	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>66.9985572344937</td></tr></table>	66.9985572344937
W	-23.797818589	-47.289889935	1025.5	0.270	Line 248	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>66.9985572344937</td></tr></table>	66.9985572344937
