type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle 
W	-23.444972274	-45.98301529	671.0	0	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445022117	-45.983303949	671.0	30	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445071959	-45.983592609	671.7	60	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.4451218	-45.983881268	672.4	90	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445171641	-45.984169928	673.0	120	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445221481	-45.984458588	677.1	150	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445271321	-45.984747249	681.3	180	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.44532116	-45.985035909	685.5	210	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445370999	-45.98532457	687.8	240	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445420837	-45.985613231	689.5	270	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445470675	-45.985901892	690.7	300	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>300</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445520512	-45.986190553	691.9	330	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>330</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445570348	-45.986479214	692.5	360	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>360</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445620184	-45.986767876	693.5	390	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>390</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.44567002	-45.987056538	696.1	420	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>420</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445719855	-45.9873452	698.8	450	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>450</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445769689	-45.987633862	703.2	480	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>480</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445819523	-45.987922524	709.5	510	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>510</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445869356	-45.988211187	716.2	540	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>540</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445919189	-45.98849985	722.1	570	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>570</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.445969021	-45.988788513	727.2	600	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>600</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.446018853	-45.989077176	731.9	630	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>630</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.446068684	-45.98936584	734.8	660	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>660</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.446118514	-45.989654503	737.2	690	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>690</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.446168345	-45.989943167	739.8	720	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>720</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.446218174	-45.990231831	742.8	750	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>750</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.446268003	-45.990520495	746.3	780	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>780</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.446317831	-45.99080916	750.2	810	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>810</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
W	-23.446367659	-45.991097824	747.9	840	Line 80	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>840</td></tr><tr><td><b>angle</b></td><td>259.008780489599</td></tr></table>	259.008780489599 
