type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle 
W	-23.401907388	-45.993452844	610.5	0	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.401975683	-45.99373694	612.6	30	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.402043977	-45.994021037	614.5	60	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.402112271	-45.994305134	616.4	90	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.402180564	-45.994589231	617.7	120	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.402248857	-45.994873328	617.9	150	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.402317149	-45.995157426	622.1	180	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.40238544	-45.995441524	630.0	210	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.402453731	-45.995725623	638.0	240	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.402522022	-45.996009721	644.8	270	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.402590312	-45.99629382	650.9	300	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>300</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.402658601	-45.996577919	656.3	330	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>330</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.40272689	-45.996862019	655.3	360	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>360</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.402795179	-45.997146118	651.7	390	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>390</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.402863467	-45.997430218	648.3	420	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>420</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.402931754	-45.997714318	650.2	450	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>450</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403000041	-45.997998419	654.9	480	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>480</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403068327	-45.99828252	660.8	510	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>510</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403136613	-45.998566621	666.1	540	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>540</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403204898	-45.998850722	669.9	570	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>570</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403273183	-45.999134823	672.6	600	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>600</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403341467	-45.999418925	666.1	630	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>630</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403409751	-45.999703027	659.0	660	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>660</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403478034	-45.99998713	652.1	690	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>690</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403546317	-46.000271232	643.9	720	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>720</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403614599	-46.000555335	636.1	750	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>750</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.40368288	-46.000839439	628.5	780	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>780</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403751161	-46.001123542	620.8	810	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>810</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403819442	-46.001407646	613.0	840	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>840</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403887722	-46.00169175	605.9	870	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>870</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.403956001	-46.001975854	604.9	900	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>900</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.40402428	-46.002259959	602.7	930	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>930</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404092559	-46.002544063	601.4	960	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>960</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404160837	-46.002828169	611.3	990	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>990</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404229114	-46.003112274	620.4	1020	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1020</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404297391	-46.00339638	627.2	1050	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1050</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404365667	-46.003680485	629.2	1080	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1080</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404433943	-46.003964592	631.6	1110	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1110</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404502218	-46.004248698	630.8	1140	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1140</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404570493	-46.004532805	621.2	1170	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1170</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404638767	-46.004816912	611.9	1200	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1200</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404707041	-46.005101019	603.5	1230	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1230</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404775314	-46.005385127	596.3	1260	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1260</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404843586	-46.005669235	589.1	1290	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1290</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.404911858	-46.005953343	585.7	1320	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1320</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.40498013	-46.006237451	587.2	1350	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1350</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
W	-23.405048401	-46.00652156	588.4	1380	Line 76	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1380</td></tr><tr><td><b>angle</b></td><td>255.006362532923</td></tr></table>	255.006362532923 
