type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle 
W	-22.929061244	-46.61355735	848.3	0	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.929331625	-46.613575702	849.5	30	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.929602005	-46.613594055	850.3	60	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.929872385	-46.613612408	851.1	90	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.930142765	-46.613630762	852.5	120	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.930413146	-46.613649115	854.6	150	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.930683526	-46.613667468	856.6	180	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.930953906	-46.613685822	858.5	210	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.931224286	-46.613704176	860.4	240	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.931494667	-46.613722529	862.2	270	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.931765047	-46.613740883	863.2	300	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>300</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.932035427	-46.613759237	862.7	330	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>330</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.932305807	-46.613777591	862.4	360	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>360</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
W	-22.932576187	-46.613795945	861.8	390	Line 4	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>390</td></tr><tr><td><b>angle</b></td><td>182.968791987179</td></tr></table>	182.968791987179 
