type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle
W	-22.970985726	-46.905518970	791.2		Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.971238114	-46.905412747	788.5	0.030	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.971490502	-46.905306523	786.9	0.060	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.971742890	-46.905200299	787.2	0.090	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.971995278	-46.905094074	790.1	0.120	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.972247666	-46.904987849	793.3	0.150	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.972500053	-46.904881624	796.1	0.180	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.972752441	-46.904775398	799.1	0.210	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.973004829	-46.904669172	801.4	0.240	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.973257216	-46.904562946	803.2	0.270	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.973509604	-46.904456719	805.0	0.300	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>300</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.973761991	-46.904350492	807.1	0.330	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>330</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.974014379	-46.904244265	809.5	0.360	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>360</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.974266766	-46.904138037	811.3	0.390	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>390</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.974519153	-46.904031809	811.5	0.420	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>420</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.974771541	-46.903925580	811.1	0.450	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>450</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
W	-22.975023928	-46.903819351	809.8	0.480	Line 339	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>480</td></tr><tr><td><b>angle</b></td><td>157.964613404348</td></tr></table>	157.964613404348
