type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle 
W	-23.802182936	-46.023092969	12.1	0	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
W	-23.802079519	-46.023365139	11.9	30	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
W	-23.801976101	-46.023637308	11.1	60	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
W	-23.801872682	-46.023909477	10.4	90	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
W	-23.801769263	-46.024181646	9.9	120	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
W	-23.801665843	-46.024453814	9.7	150	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
W	-23.801562423	-46.024725982	9.1	180	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
W	-23.801459003	-46.024998149	8.5	210	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
W	-23.801355582	-46.025270316	8.9	240	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
W	-23.80125216	-46.025542482	9.6	270	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
W	-23.801148738	-46.025814648	10.6	300	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>300</td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
W	-23.801045316	-46.026086814	10.4	330	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>330</td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
W	-23.800941893	-46.026358979	10.2	360	Line 113	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>360</td></tr><tr><td><b>angle</b></td><td>292.026074988125</td></tr></table>	292.026074988125 
