type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle
W	-23.562094732	-47.342609701	973.9		Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562094364	-47.342315942	971.2	0.030	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562093996	-47.342022183	968.4	0.060	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562093627	-47.341728423	965.5	0.090	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562093258	-47.341434664	967.3	0.120	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562092888	-47.341140905	970.3	0.150	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562092518	-47.340847145	973.2	0.180	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562092147	-47.340553386	973.7	0.210	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562091776	-47.340259626	974.1	0.240	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562091404	-47.339965867	974.5	0.270	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562091031	-47.339672107	975.1	0.300	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>300</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562090658	-47.339378347	975.6	0.330	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>330</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562090284	-47.339084588	976.5	0.360	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>360</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562089910	-47.338790828	978.3	0.390	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>390</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
W	-23.562089535	-47.338497068	980.1	0.420	Line 270	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>420</td></tr><tr><td><b>angle</b></td><td>88.9854030107805</td></tr></table>	88.9854030107805
