type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle
W	-22.929604049	-46.708766194	915.5		Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.929874165	-46.708743921	914.8	0.030	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.930144282	-46.708721649	912.2	0.060	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.930414398	-46.708699377	907.9	0.090	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.930684514	-46.708677105	903.3	0.120	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.930954631	-46.708654833	898.8	0.150	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.931224747	-46.708632560	894.5	0.180	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.931494864	-46.708610288	890.1	0.210	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.931764980	-46.708588016	885.3	0.240	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.932035096	-46.708565743	879.9	0.270	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.932305213	-46.708543471	874.7	0.300	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>300</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.932575329	-46.708521198	869.5	0.330	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>330</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.932845445	-46.708498926	864.1	0.360	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>360</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.933115562	-46.708476653	858.8	0.390	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>390</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.933385678	-46.708454380	854.1	0.420	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>420</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.933655794	-46.708432107	851.0	0.450	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>450</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.933925910	-46.708409835	848.0	0.480	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>480</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.934196027	-46.708387562	844.7	0.510	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>510</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.934466143	-46.708365289	838.6	0.540	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>540</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.934736259	-46.708343016	832.3	0.570	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>570</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.935006376	-46.708320743	826.2	0.600	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>600</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.935276492	-46.708298470	825.7	0.630	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>630</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.935546608	-46.708276197	825.1	0.660	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>660</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.935816724	-46.708253924	824.3	0.690	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>690</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.936086841	-46.708231650	824.8	0.720	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>720</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.936356957	-46.708209377	825.0	0.750	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>750</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.936627073	-46.708187104	825.0	0.780	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>780</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.936897189	-46.708164830	825.9	0.810	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>810</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.937167306	-46.708142557	826.7	0.840	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>840</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.937437422	-46.708120284	827.4	0.870	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>870</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.937707538	-46.708098010	826.7	0.900	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>900</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.937977654	-46.708075736	825.7	0.930	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>930</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.938247770	-46.708053463	824.8	0.960	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>960</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.938517887	-46.708031189	823.7	0.990	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>990</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.938788003	-46.708008915	822.6	1.020	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1020</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.939058119	-46.707986642	821.6	1.050	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1050</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.939328235	-46.707964368	822.1	1.080	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1080</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.939598351	-46.707942094	823.7	1.110	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1110</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.939868467	-46.707919820	825.5	1.140	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1140</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.940138584	-46.707897546	828.3	1.170	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1170</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.940408700	-46.707875272	832.0	1.200	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1200</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
W	-22.940678816	-46.707852998	835.8	1.230	Line 356	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>1230</td></tr><tr><td><b>angle</b></td><td>174.966756351192</td></tr></table>	174.966756351192
