type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle
W	-22.979339804	-46.927570639	954.3		Line 337	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>155.964563691892</td></tr></table>	155.964563691892
W	-22.979588619	-46.927455004	957.0	0.030	Line 337	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>155.964563691892</td></tr></table>	155.964563691892
W	-22.979837434	-46.927339367	959.6	0.060	Line 337	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>155.964563691892</td></tr></table>	155.964563691892
W	-22.980086249	-46.927223731	961.6	0.090	Line 337	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>155.964563691892</td></tr></table>	155.964563691892
W	-22.980335064	-46.927108094	962.6	0.120	Line 337	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>155.964563691892</td></tr></table>	155.964563691892
W	-22.980583879	-46.926992457	963.4	0.150	Line 337	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>155.964563691892</td></tr></table>	155.964563691892
W	-22.980832693	-46.926876819	964.2	0.180	Line 337	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>155.964563691892</td></tr></table>	155.964563691892
W	-22.981081508	-46.926761181	964.4	0.210	Line 337	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>155.964563691892</td></tr></table>	155.964563691892
W	-22.981330323	-46.926645542	964.0	0.240	Line 337	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>155.964563691892</td></tr></table>	155.964563691892
W	-22.981579137	-46.926529903	961.8	0.270	Line 337	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>155.964563691892</td></tr></table>	155.964563691892
W	-22.981827952	-46.926414264	959.9	0.300	Line 337	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>300</td></tr><tr><td><b>angle</b></td><td>155.964563691892</td></tr></table>	155.964563691892
