type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle
W	-22.988398177	-46.949296663	875.8		Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.988643119	-46.949171752	880.1	0.030	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.988888060	-46.949046842	884.8	0.060	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.989133002	-46.948921931	889.3	0.090	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.989377943	-46.948797019	894.0	0.120	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.989622885	-46.948672107	897.8	0.150	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.989867826	-46.948547195	900.9	0.180	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.990112767	-46.948422282	902.9	0.210	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.990357708	-46.948297369	903.9	0.240	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.990602649	-46.948172455	904.8	0.270	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.990847590	-46.948047541	905.2	0.300	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>300</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.991092531	-46.947922627	903.3	0.330	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>330</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.991337472	-46.947797712	901.6	0.360	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>360</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.991582413	-46.947672797	900.1	0.390	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>390</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.991827353	-46.947547881	900.2	0.420	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>420</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.992072294	-46.947422965	901.6	0.450	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>450</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.992317234	-46.947298048	903.9	0.480	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>480</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.992562175	-46.947173131	907.4	0.510	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>510</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.992807115	-46.947048214	911.0	0.540	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>540</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.993052056	-46.946923296	914.1	0.570	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>570</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.993296996	-46.946798377	916.9	0.600	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>600</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.993541936	-46.946673459	917.9	0.630	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>630</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.993786876	-46.946548540	918.7	0.660	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>660</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.994031816	-46.946423620	919.5	0.690	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>690</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
W	-22.994276756	-46.946298700	920.8	0.720	Line 335	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>720</td></tr><tr><td><b>angle</b></td><td>153.964557135661</td></tr></table>	153.964557135661
