type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle
W	-24.129227097	-46.955357192	9.0		Line 206	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>25.0226143422259</td></tr></table>	25.0226143422259
W	-24.128983308	-46.955228650	8.9	0.030	Line 206	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>25.0226143422259</td></tr></table>	25.0226143422259
W	-24.128739518	-46.955100109	8.9	0.060	Line 206	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>25.0226143422259</td></tr></table>	25.0226143422259
W	-24.128495729	-46.954971569	9.0	0.090	Line 206	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>25.0226143422259</td></tr></table>	25.0226143422259
W	-24.128251939	-46.954843029	9.0	0.120	Line 206	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>25.0226143422259</td></tr></table>	25.0226143422259
W	-24.128008149	-46.954714489	8.9	0.150	Line 206	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>25.0226143422259</td></tr></table>	25.0226143422259
W	-24.127764359	-46.954585950	8.7	0.180	Line 206	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>25.0226143422259</td></tr></table>	25.0226143422259
W	-24.127520568	-46.954457412	8.4	0.210	Line 206	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>25.0226143422259</td></tr></table>	25.0226143422259
W	-24.127276778	-46.954328874	8.8	0.240	Line 206	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>25.0226143422259</td></tr></table>	25.0226143422259
W	-24.127032987	-46.954200337	9.7	0.270	Line 206	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>25.0226143422259</td></tr></table>	25.0226143422259
