type	latitude	longitude	altitude (m)	distance (km)	name	desc	angle
W	-23.138973810	-47.167667274	632.8		Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td></td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.139154399	-47.167449022	633.5	0.030	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>30</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.139334988	-47.167230769	636.5	0.060	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>60</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.139515576	-47.167012516	639.8	0.090	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>90</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.139696164	-47.166794262	643.4	0.120	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>120</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.139876752	-47.166576008	646.8	0.150	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>150</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.140057339	-47.166357753	649.3	0.180	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>180</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.140237926	-47.166139498	651.2	0.210	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>210</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.140418513	-47.165921242	653.3	0.240	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>240</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.140599100	-47.165702985	655.1	0.270	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>270</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.140779686	-47.165484728	656.6	0.300	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>300</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.140960273	-47.165266470	656.5	0.330	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>330</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.141140858	-47.165048212	655.8	0.360	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>360</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.141321444	-47.164829953	655.5	0.390	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>390</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.141502029	-47.164611693	655.6	0.420	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>420</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.141682615	-47.164393433	655.9	0.450	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>450</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.141863199	-47.164175172	655.3	0.480	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>480</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.142043784	-47.163956911	654.2	0.510	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>510</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.142224368	-47.163738649	652.9	0.540	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>540</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.142404952	-47.163520386	651.4	0.570	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>570</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.142585536	-47.163302123	651.6	0.600	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>600</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.142766120	-47.163083859	653.3	0.630	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>630</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.142946703	-47.162865595	654.4	0.660	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>660</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
W	-23.143127286	-47.162647330	655.0	0.690	Line 312	<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>distance</b></td><td>690</td></tr><tr><td><b>angle</b></td><td>130.967543512564</td></tr></table>	130.967543512564
