latitude;longitude;altitude (m);distance_m;alt_x;alt_y;name;obstrucao;angle 
-23.73976982;-45.99920104;17.4;69960;963.38;981.78;Line 107;0;286.023420884992
-23.739693205;-45.999483354;18.1;69930;962.9668867924529;981.3668867924529;Line 107;0;286.023420884992
-23.739616589;-45.999765668;18.7;69900;962.5537735849057;980.9537735849057;Line 107;0;286.023420884992
-23.739539972;-46.000047981;19.3;69870;962.1406603773584;980.5406603773583;Line 107;0;286.023420884992
-23.739463355;-46.000330294;20.1;69840;961.7275471698114;980.1275471698114;Line 107;0;286.023420884992
-23.739386738;-46.000612607;20.9;69810;961.3144339622642;979.7144339622641;Line 107;0;286.023420884992
-23.73931012;-46.000894919;21.5;69780;960.9013207547171;979.301320754717;Line 107;0;286.023420884992
-23.739233502;-46.001177231;21.9;69750;960.4882075471698;978.8882075471698;Line 107;0;286.023420884992
-23.739156883;-46.001459543;22.0;69720;960.0750943396225;978.4750943396225;Line 107;0;286.023420884992
-23.739080263;-46.001741854;21.8;69690;959.6619811320755;978.0619811320755;Line 107;0;286.023420884992
-23.739003643;-46.002024165;21.2;69660;959.2488679245282;977.6488679245282;Line 107;0;286.023420884992
-23.738927023;-46.002306475;20.5;69630;958.8357547169811;977.2357547169811;Line 107;0;286.023420884992
-23.738850402;-46.002588786;19.8;69600;958.422641509434;976.822641509434;Line 107;0;286.023420884992
-23.738773781;-46.002871095;19.1;69570;958.0095283018868;976.4095283018868;Line 107;0;286.023420884992
-23.738697159;-46.003153405;18.5;69540;957.5964150943397;975.9964150943397;Line 107;0;286.023420884992
-23.738620536;-46.003435714;17.9;69510;957.1833018867924;975.5833018867924;Line 107;0;286.023420884992
-23.738543913;-46.003718023;17.2;69480;956.7701886792453;975.1701886792453;Line 107;0;286.023420884992
-23.73846729;-46.004000331;16.6;69450;956.3570754716981;974.757075471698;Line 107;0;286.023420884992
-23.738390666;-46.00428264;16.1;69420;955.943962264151;974.343962264151;Line 107;0;286.023420884992
-23.738314041;-46.004564947;16.0;69390;955.5308490566039;973.9308490566038;Line 107;0;286.023420884992
-23.738237416;-46.004847255;16.0;69360;955.1177358490565;973.5177358490565;Line 107;0;286.023420884992
-23.738160791;-46.005129562;16.1;69330;954.7046226415094;973.1046226415094;Line 107;0;286.023420884992
-23.738084165;-46.005411868;16.3;69300;954.2915094339622;972.6915094339622;Line 107;0;286.023420884992
-23.738007539;-46.005694175;16.5;69270;953.8783962264151;972.2783962264151;Line 107;0;286.023420884992
-23.737930912;-46.005976481;16.4;69240;953.4652830188679;971.8652830188679;Line 107;0;286.023420884992
-23.737854284;-46.006258786;15.8;69210;953.0521698113207;971.4521698113207;Line 107;0;286.023420884992
-23.737777656;-46.006541092;15.2;69180;952.6390566037736;971.0390566037736;Line 107;0;286.023420884992
-23.737701028;-46.006823397;15.2;69150;952.2259433962264;970.6259433962264;Line 107;0;286.023420884992
-23.737624398;-46.007105701;16.0;69120;951.8128301886793;970.2128301886793;Line 107;0;286.023420884992
-23.737547769;-46.007388006;17.3;69090;951.3997169811321;969.7997169811321;Line 107;0;286.023420884992
-23.737471139;-46.00767031;19.9;69060;950.9866037735849;969.3866037735849;Line 107;0;286.023420884992
