latitude;longitude;altitude (m);distance_m;alt_x;alt_y;name;obstrucao;angle 
-24.15616432;-46.429042063;0.0;69960;980.78;981.78;Line 161;0;340.035289774362
-24.155908776;-46.42914003;0.0;69930;980.3594253859347;981.3594253859347;Line 161;0;340.035289774362
-24.155653233;-46.429237996;0.0;69900;979.9388507718696;980.9388507718696;Line 161;0;340.035289774362
-24.155397689;-46.429335963;0.0;69870;979.5182761578044;980.5182761578044;Line 161;0;340.035289774362
-24.155142145;-46.429433928;0.0;69840;979.0977015437393;980.0977015437393;Line 161;0;340.035289774362
-24.154886601;-46.429531894;0.0;69810;978.677126929674;979.677126929674;Line 161;0;340.035289774362
-24.154631057;-46.429629859;0.0;69780;978.2565523156088;979.2565523156088;Line 161;0;340.035289774362
-24.154375513;-46.429727823;0.0;69750;977.8359777015437;978.8359777015437;Line 161;0;340.035289774362
-24.154119969;-46.429825788;0.0;69720;977.4154030874785;978.4154030874785;Line 161;0;340.035289774362
-24.153864425;-46.429923751;0.0;69690;976.9948284734135;977.9948284734135;Line 161;0;340.035289774362
-24.153608881;-46.430021715;0.0;69660;976.5742538593481;977.5742538593481;Line 161;0;340.035289774362
-24.153353336;-46.430119678;0.0;69630;976.1536792452829;977.1536792452829;Line 161;0;340.035289774362
-24.153097792;-46.430217641;0.0;69600;975.7331046312179;976.7331046312179;Line 161;0;340.035289774362
-24.152842248;-46.430315603;0.0;69570;975.3125300171525;976.3125300171525;Line 161;0;340.035289774362
-24.152586703;-46.430413566;0.0;69540;974.8919554030875;975.8919554030875;Line 161;0;340.035289774362
-24.152331159;-46.430511527;0.0;69510;974.4713807890223;975.4713807890223;Line 161;0;340.035289774362
-24.152075614;-46.430609489;0.0;69480;974.050806174957;975.050806174957;Line 161;0;340.035289774362
-24.15182007;-46.43070745;0.0;69450;973.630231560892;974.630231560892;Line 161;0;340.035289774362
-24.151564525;-46.43080541;0.0;69420;973.2096569468267;974.2096569468267;Line 161;0;340.035289774362
-24.15130898;-46.43090337;0.0;69390;972.7890823327616;973.7890823327616;Line 161;0;340.035289774362
-24.151053436;-46.43100133;0.0;69360;972.3685077186964;973.3685077186964;Line 161;0;340.035289774362
-24.150797891;-46.43109929;0.0;69330;971.947933104631;972.947933104631;Line 161;0;340.035289774362
-24.150542346;-46.431197249;0.0;69300;971.527358490566;972.527358490566;Line 161;0;340.035289774362
-24.150286801;-46.431295208;0.0;69270;971.1067838765008;972.1067838765008;Line 161;0;340.035289774362
-24.150031256;-46.431393166;0.0;69240;970.6862092624357;971.6862092624357;Line 161;0;340.035289774362
-24.149775711;-46.431491124;0.0;69210;970.2656346483705;971.2656346483705;Line 161;0;340.035289774362
-24.149520166;-46.431589082;0.0;69180;969.8450600343052;970.8450600343052;Line 161;0;340.035289774362
-24.149264621;-46.431687039;0.0;69150;969.4244854202401;970.4244854202401;Line 161;0;340.035289774362
-24.149009076;-46.431784996;0.0;69120;969.0039108061749;970.0039108061749;Line 161;0;340.035289774362
-24.148753531;-46.431882953;0.0;69090;968.5833361921099;969.5833361921099;Line 161;0;340.035289774362
-24.148497985;-46.431980909;0.0;69060;968.1627615780445;969.1627615780445;Line 161;0;340.035289774362
-24.14824244;-46.432078865;0.0;69030;967.7421869639793;968.7421869639793;Line 161;0;340.035289774362
-24.147986895;-46.432176821;0.0;69000;967.3216123499143;968.3216123499143;Line 161;0;340.035289774362
-24.147731349;-46.432274776;0.0;68970;966.901037735849;967.901037735849;Line 161;0;340.035289774362
-24.147475804;-46.432372731;0.0;68940;966.4804631217839;967.4804631217839;Line 161;0;340.035289774362
-24.147220258;-46.432470685;0.0;68910;966.0598885077187;967.0598885077187;Line 161;0;340.035289774362
-24.146964713;-46.432568639;0.0;68880;965.6393138936534;966.6393138936534;Line 161;0;340.035289774362
-24.146709167;-46.432666593;0.0;68850;965.2187392795884;966.2187392795884;Line 161;0;340.035289774362
-24.146453621;-46.432764546;0.0;68820;964.798164665523;965.798164665523;Line 161;0;340.035289774362
-24.146198076;-46.432862499;0.0;68790;964.377590051458;965.377590051458;Line 161;0;340.035289774362
-24.14594253;-46.432960452;0.0;68760;963.9570154373928;964.9570154373928;Line 161;0;340.035289774362
-24.145686984;-46.433058404;0.0;68730;963.5364408233274;964.5364408233274;Line 161;0;340.035289774362
-24.145431438;-46.433156356;0.0;68700;963.1158662092624;964.1158662092624;Line 161;0;340.035289774362
