latitude;longitude;altitude (m);distance_m;alt_x;alt_y;name;obstrucao;angle
-23.906087881;-47.231363391;651.9;69960;328.88;981.78;Line 237;0;56.0053374858933
-23.905940036;-47.231116612;651.0;69930;328.73897084048025;981.6389708404802;Line 237;0;56.0053374858933
-23.905792191;-47.230869833;651.7;69900;328.59794168096056;981.4979416809606;Line 237;0;56.0053374858933
-23.905644345;-47.230623055;659.0;69870;328.45691252144087;981.3569125214408;Line 237;0;56.0053374858933
-23.905496499;-47.230376277;666.1;69840;328.31588336192107;981.215883361921;Line 237;0;56.0053374858933
-23.905348652;-47.2301295;672.6;69810;328.1748542024014;981.0748542024014;Line 237;0;56.0053374858933
-23.905200805;-47.229882724;680.7;69780;328.03382504288163;980.9338250428816;Line 237;0;56.0053374858933
-23.905052958;-47.229635948;690.6;69750;327.89279588336194;980.7927958833619;Line 237;0;56.0053374858933
-23.90490511;-47.229389172;699.8;69720;327.7517667238422;980.6517667238422;Line 237;0;56.0053374858933
-23.904757262;-47.229142397;707.5;69690;327.61073756432245;980.5107375643224;Line 237;0;56.0053374858933
-23.904609413;-47.228895623;710.9;69660;327.46970840480276;980.3697084048027;Line 237;0;56.0053374858933
-23.904461564;-47.228648849;713.5;69630;327.328679245283;980.228679245283;Line 237;0;56.0053374858933
-23.904313714;-47.228402076;715.2;69600;327.18765008576327;980.0876500857632;Line 237;0;56.0053374858933
-23.904165864;-47.228155303;713.9;69570;327.0466209262436;979.9466209262436;Line 237;0;56.0053374858933
-23.904018014;-47.227908531;709.9;69540;326.90559176672383;979.8055917667239;Line 237;0;56.0053374858933
-23.903870163;-47.227661759;705.6;69510;326.76456260720414;979.6645626072041;Line 237;0;56.0053374858933
-23.903722311;-47.227414988;701.1;69480;326.6235334476844;979.5235334476844;Line 237;0;56.0053374858933
-23.903574459;-47.227168217;697.2;69450;326.48250428816465;979.3825042881647;Line 237;0;56.0053374858933
-23.903426607;-47.226921447;693.1;69420;326.34147512864496;979.2414751286449;Line 237;0;56.0053374858933
-23.903278754;-47.226674678;689.2;69390;326.2004459691252;979.1004459691252;Line 237;0;56.0053374858933
-23.903130901;-47.226427909;686.1;69360;326.0594168096055;978.9594168096055;Line 237;0;56.0053374858933
-23.902983048;-47.22618114;682.6;69330;325.9183876500857;978.8183876500857;Line 237;0;56.0053374858933
-23.902835194;-47.225934373;678.9;69300;325.77735849056603;978.677358490566;Line 237;0;56.0053374858933
-23.902687339;-47.225687605;676.8;69270;325.63632933104634;978.5363293310463;Line 237;0;56.0053374858933
-23.902539484;-47.225440838;677.5;69240;325.4953001715266;978.3953001715265;Line 237;0;56.0053374858933
-23.902391629;-47.225194072;680.2;69210;325.35427101200685;978.2542710120068;Line 237;0;56.0053374858933
-23.902243773;-47.224947306;680.9;69180;325.2132418524871;978.1132418524871;Line 237;0;56.0053374858933
-23.902095917;-47.224700541;679.5;69150;325.0722126929674;977.9722126929673;Line 237;0;56.0053374858933
-23.90194806;-47.224453777;677.3;69120;324.9311835334477;977.8311835334478;Line 237;0;56.0053374858933
-23.901800203;-47.224207013;674.4;69090;324.790154373928;977.690154373928;Line 237;0;56.0053374858933
-23.901652345;-47.223960249;672.9;69060;324.64912521440823;977.5491252144081;Line 237;0;56.0053374858933
-23.901504487;-47.223713486;673.7;69030;324.5080960548885;977.4080960548885;Line 237;0;56.0053374858933
-23.901356629;-47.223466724;672.2;69000;324.3670668953688;977.2670668953688;Line 237;0;56.0053374858933
-23.90120877;-47.223219962;668.3;68970;324.2260377358491;977.1260377358491;Line 237;0;56.0053374858933
-23.901060911;-47.2229732;663.8;68940;324.0850085763293;976.9850085763293;Line 237;0;56.0053374858933
-23.900913051;-47.222726439;659.4;68910;323.9439794168096;976.8439794168096;Line 237;0;56.0053374858933
-23.900765191;-47.222479679;656.1;68880;323.80295025728987;976.7029502572898;Line 237;0;56.0053374858933
