latitude;longitude;altitude (m);distance_m;alt_x;alt_y;name;obstrucao;angle 
-23.664527004;-45.980489426;931.5;69960;49.27999999999997;981.78;Line 100;0;279.020002481324
-23.664482688;-45.980779624;928.0;69930;49.258867924528275;981.7588679245283;Line 100;0;279.020002481324
-23.664438371;-45.981069821;922.5;69900;49.23773584905658;981.7377358490565;Line 100;0;279.020002481324
-23.664394054;-45.981360019;916.7;69870;49.21660377358488;981.7166037735849;Line 100;0;279.020002481324
-23.664349736;-45.981650216;910.9;69840;49.19547169811318;981.6954716981131;Line 100;0;279.020002481324
-23.664305417;-45.981940413;904.1;69810;49.17433962264148;981.6743396226415;Line 100;0;279.020002481324
-23.664261098;-45.982230609;897.6;69780;49.153207547169785;981.6532075471698;Line 100;0;279.020002481324
-23.664216779;-45.982520806;891.5;69750;49.13207547169809;981.632075471698;Line 100;0;279.020002481324
-23.664172459;-45.982811002;888.0;69720;49.11094339622639;981.6109433962264;Line 100;0;279.020002481324
-23.664128138;-45.983101198;883.9;69690;49.08981132075469;981.5898113207547;Line 100;0;279.020002481324
-23.664083817;-45.983391394;879.4;69660;49.068679245282986;981.568679245283;Line 100;0;279.020002481324
-23.664039495;-45.983681589;872.9;69630;49.047547169811295;981.5475471698113;Line 100;0;279.020002481324
-23.663995173;-45.983971785;866.8;69600;49.0264150943396;981.5264150943397;Line 100;0;279.020002481324
-23.66395085;-45.98426198;860.5;69570;49.0052830188679;981.5052830188679;Line 100;0;279.020002481324
-23.663906527;-45.984552175;852.8;69540;48.9841509433962;981.4841509433962;Line 100;0;279.020002481324
-23.663862203;-45.98484237;844.9;69510;48.9630188679245;981.4630188679245;Line 100;0;279.020002481324
-23.663817879;-45.985132564;838.6;69480;48.9418867924528;981.4418867924528;Line 100;0;279.020002481324
-23.663773554;-45.985422759;834.4;69450;48.92075471698111;981.4207547169812;Line 100;0;279.020002481324
-23.663729228;-45.985712953;830.5;69420;48.89962264150941;981.3996226415094;Line 100;0;279.020002481324
-23.663684902;-45.986003146;825.2;69390;48.87849056603771;981.3784905660377;Line 100;0;279.020002481324
-23.663640576;-45.98629334;819.2;69360;48.85735849056601;981.357358490566;Line 100;0;279.020002481324
-23.663596249;-45.986583534;813.3;69330;48.83622641509431;981.3362264150943;Line 100;0;279.020002481324
