latitude;longitude;altitude (m);distance_m;alt_x;alt_y;name;obstrucao;angle
-23.924351393;-47.217913632;665.9;69960;314.88;981.78;Line 235;0;54.0065560138805
-23.924195705;-47.217672591;670.3;69930;314.744974271012;981.644974271012;Line 235;0;54.0065560138805
-23.924040017;-47.217431549;678.1;69900;314.60994854202403;981.509948542024;Line 235;0;54.0065560138805
-23.923884329;-47.217190509;685.8;69870;314.474922813036;981.3749228130359;Line 235;0;54.0065560138805
-23.92372864;-47.216949469;692.7;69840;314.339897084048;981.2398970840479;Line 235;0;54.0065560138805
-23.923572951;-47.216708429;698.5;69810;314.20487135506005;981.10487135506;Line 235;0;54.0065560138805
-23.923417262;-47.21646739;703.5;69780;314.06984562607204;980.969845626072;Line 235;0;54.0065560138805
-23.923261572;-47.216226352;704.7;69750;313.934819897084;980.834819897084;Line 235;0;54.0065560138805
-23.923105881;-47.215985314;702.2;69720;313.79979416809607;980.6997941680961;Line 235;0;54.0065560138805
-23.92295019;-47.215744276;698.6;69690;313.66476843910806;980.5647684391081;Line 235;0;54.0065560138805
-23.922794499;-47.21550324;693.8;69660;313.5297427101201;980.4297427101201;Line 235;0;54.0065560138805
-23.922638807;-47.215262203;690.9;69630;313.39471698113204;980.2947169811321;Line 235;0;54.0065560138805
-23.922483115;-47.215021168;689.6;69600;313.2596912521441;980.1596912521441;Line 235;0;54.0065560138805
-23.922327423;-47.214780133;681.0;69570;313.1246655231561;980.024665523156;Line 235;0;54.0065560138805
-23.92217173;-47.214539098;671.8;69540;312.9896397941681;979.889639794168;Line 235;0;54.0065560138805
-23.922016037;-47.214298064;662.7;69510;312.8546140651801;979.75461406518;Line 235;0;54.0065560138805
-23.921860343;-47.214057031;654.7;69480;312.7195883361921;979.619588336192;Line 235;0;54.0065560138805
-23.921704648;-47.213815998;648.5;69450;312.58456260720413;979.4845626072041;Line 235;0;54.0065560138805
-23.921548954;-47.213574966;645.0;69420;312.4495368782161;979.3495368782161;Line 235;0;54.0065560138805
-23.921393259;-47.213333934;642.3;69390;312.3145111492281;979.2145111492281;Line 235;0;54.0065560138805
-23.921237563;-47.213092903;641.8;69360;312.17948542024016;979.0794854202402;Line 235;0;54.0065560138805
-23.921081867;-47.212851873;641.1;69330;312.04445969125214;978.9444596912522;Line 235;0;54.0065560138805
-23.920926171;-47.212610843;640.4;69300;311.90943396226413;978.8094339622642;Line 235;0;54.0065560138805
-23.920770474;-47.212369813;640.3;69270;311.7744082332762;978.6744082332762;Line 235;0;54.0065560138805
-23.920614777;-47.212128784;641.9;69240;311.63938250428816;978.5393825042881;Line 235;0;54.0065560138805
-23.920459079;-47.211887756;644.9;69210;311.5043567753002;978.4043567753001;Line 235;0;54.0065560138805
-23.920303381;-47.211646728;649.2;69180;311.36933104631214;978.2693310463121;Line 235;0;54.0065560138805
-23.920147683;-47.211405701;655.5;69150;311.2343053173242;978.1343053173241;Line 235;0;54.0065560138805
-23.919991984;-47.211164674;661.9;69120;311.09927958833623;977.9992795883362;Line 235;0;54.0065560138805
-23.919836285;-47.210923648;666.4;69090;310.96425385934816;977.8642538593481;Line 235;0;54.0065560138805
-23.919680585;-47.210682623;665.9;69060;310.8292281303602;977.7292281303602;Line 235;0;54.0065560138805
-23.919524885;-47.210441598;662.1;69030;310.6942024013722;977.5942024013722;Line 235;0;54.0065560138805
-23.919369184;-47.210200574;657.9;69000;310.55917667238424;977.4591766723843;Line 235;0;54.0065560138805
-23.919213483;-47.20995955;653.5;68970;310.4241509433962;977.3241509433963;Line 235;0;54.0065560138805
-23.919057782;-47.209718526;650.5;68940;310.2891252144082;977.1891252144083;Line 235;0;54.0065560138805
-23.91890208;-47.209477504;648.3;68910;310.15409948542026;977.0540994854202;Line 235;0;54.0065560138805
-23.918746378;-47.209236482;646.7;68880;310.01907375643225;976.9190737564322;Line 235;0;54.0065560138805
-23.918590675;-47.20899546;651.8;68850;309.88404802744424;976.7840480274442;Line 235;0;54.0065560138805
-23.918434972;-47.208754439;660.2;68820;309.7490222984563;976.6490222984562;Line 235;0;54.0065560138805
-23.918279268;-47.208513419;669.1;68790;309.61399656946827;976.5139965694682;Line 235;0;54.0065560138805
-23.918123564;-47.208272399;676.4;68760;309.47897084048026;976.3789708404802;Line 235;0;54.0065560138805
