latitude;longitude;altitude (m);distance_m;alt_x;alt_y;name;obstrucao;angle 
-22.999647097;-46.340109897;882.6;69960;98.17999999999995;981.78;Line 28;0;206.978330214053
-22.99988742;-46.340245045;883.3;69930;98.13789879931385;981.7378987993138;Line 28;0;206.978330214053
-23.000127742;-46.340380193;884.2;69900;98.09579759862774;981.6957975986278;Line 28;0;206.978330214053
-23.000368064;-46.340515342;885.8;69870;98.05369639794164;981.6536963979416;Line 28;0;206.978330214053
-23.000608386;-46.340650492;888.2;69840;98.01159519725553;981.6115951972556;Line 28;0;206.978330214053
-23.000848708;-46.340785641;891.5;69810;97.96949399656941;981.5694939965695;Line 28;0;206.978330214053
-23.00108903;-46.340920792;894.0;69780;97.9273927958833;981.5273927958833;Line 28;0;206.978330214053
-23.001329351;-46.341055943;896.8;69750;97.8852915951972;981.4852915951972;Line 28;0;206.978330214053
-23.001569673;-46.341191094;900.3;69720;97.8431903945111;981.4431903945111;Line 28;0;206.978330214053
-23.001809994;-46.341326246;901.8;69690;97.80108919382499;981.401089193825;Line 28;0;206.978330214053
-23.002050315;-46.341461398;902.7;69660;97.75898799313887;981.358987993139;Line 28;0;206.978330214053
-23.002290636;-46.341596551;905.2;69630;97.71688679245278;981.3168867924528;Line 28;0;206.978330214053
-23.002530957;-46.341731704;908.1;69600;97.67478559176666;981.2747855917667;Line 28;0;206.978330214053
-23.002771278;-46.341866858;907.9;69570;97.63268439108057;981.2326843910806;Line 28;0;206.978330214053
-23.003011598;-46.342002012;909.1;69540;97.59058319039445;981.1905831903945;Line 28;0;206.978330214053
-23.003251919;-46.342137167;911.6;69510;97.54848198970835;981.1484819897083;Line 28;0;206.978330214053
-23.003492239;-46.342272323;912.5;69480;97.50638078902224;981.1063807890223;Line 28;0;206.978330214053
-23.003732559;-46.342407478;911.6;69450;97.46427958833614;981.0642795883361;Line 28;0;206.978330214053
-23.003972879;-46.342542635;909.7;69420;97.42217838765004;981.02217838765;Line 28;0;206.978330214053
-23.004213199;-46.342677792;908.1;69390;97.38007718696393;980.980077186964;Line 28;0;206.978330214053
-23.004453519;-46.342812949;908.1;69360;97.33797598627781;980.9379759862778;Line 28;0;206.978330214053
-23.004693838;-46.342948107;908.3;69330;97.29587478559172;980.8958747855918;Line 28;0;206.978330214053
-23.004934158;-46.343083265;908.5;69300;97.2537735849056;980.8537735849056;Line 28;0;206.978330214053
-23.005174477;-46.343218424;911.1;69270;97.21167238421951;980.8116723842195;Line 28;0;206.978330214053
-23.005414796;-46.343353583;913.6;69240;97.16957118353339;980.7695711835335;Line 28;0;206.978330214053
-23.005655115;-46.343488743;914.5;69210;97.12746998284729;980.7274699828473;Line 28;0;206.978330214053
-23.005895434;-46.343623903;914.1;69180;97.08536878216118;980.6853687821612;Line 28;0;206.978330214053
-23.006135752;-46.343759064;915.1;69150;97.04326758147508;980.6432675814751;Line 28;0;206.978330214053
-23.006376071;-46.343894225;917.1;69120;97.00116638078897;980.601166380789;Line 28;0;206.978330214053
-23.006616389;-46.344029387;920.1;69090;96.95906518010287;980.5590651801028;Line 28;0;206.978330214053
-23.006856708;-46.344164549;927.6;69060;96.91696397941675;980.5169639794168;Line 28;0;206.978330214053
-23.007097026;-46.344299712;936.4;69030;96.87486277873066;980.4748627787307;Line 28;0;206.978330214053
-23.007337344;-46.344434875;944.9;69000;96.83276157804454;980.4327615780446;Line 28;0;206.978330214053
-23.007577661;-46.344570039;954.1;68970;96.79066037735845;980.3906603773585;Line 28;0;206.978330214053
-23.007817979;-46.344705203;965.5;68940;96.74855917667233;980.3485591766723;Line 28;0;206.978330214053
-23.008058297;-46.344840368;976.3;68910;96.70645797598623;980.3064579759863;Line 28;0;206.978330214053
-23.008298614;-46.344975533;986.5;68880;96.66435677530012;980.2643567753001;Line 28;1;206.978330214053
-23.008538931;-46.345110699;998.2;68850;96.62225557461402;980.222255574614;Line 28;1;206.978330214053
-23.008779248;-46.345245865;1009.8;68820;96.58015437392791;980.180154373928;Line 28;1;206.978330214053
